trip_date,payment_type,company,total_trips,total_revenue,total_tips,total_fare
2025-12-14,Credit Card,4623 - 27290 Jay Kim,2,129.00,8.00,91.50
2025-12-14,Credit Card,5 Star Taxi,283,13272.29,1958.19,9618.75
2025-12-14,Credit Card,5167 - 71969 5167 Taxi Inc,1,10.50,1.50,8.00
2025-12-14,Credit Card,Blue Ribbon Taxi Association,109,5018.98,731.48,3657.50
2025-12-14,Credit Card,Chicago City Taxi Association,44,1746.13,258.26,1152.25
2025-12-14,Credit Card,Chicago Independents,294,14624.16,2248.13,10530.98
2025-12-14,Credit Card,Chicago Taxicab,9,289.51,38.51,199.50
2025-12-14,Credit Card,Choice Taxi Association Inc,97,3873.63,567.98,2918.25
2025-12-14,Credit Card,City Service,422,18146.59,2704.19,13295.00
2025-12-14,Credit Card,Flash Cab,534,20107.66,2876.74,15107.50
2025-12-14,Credit Card,Globe Taxi,135,6053.53,902.53,4352.75
2025-12-14,Credit Card,Koam Taxi Association,4,158.85,26.85,118.00
2025-12-14,Credit Card,Medallion Leasin,81,2974.53,452.28,1892.50
2025-12-14,Credit Card,Patriot Taxi Dba Peace Taxi Associat,3,60.41,8.91,46.00
2025-12-14,Credit Card,Setare Inc,2,67.00,4.00,57.00
2025-12-14,Credit Card,Star North Taxi Management Llc,9,409.03,70.28,304.25
2025-12-14,Credit Card,Sun Taxi,506,23115.57,3528.57,16427.25
2025-12-14,Credit Card,Tac - American United Dispatch,2,118.20,19.70,66.00
2025-12-14,Credit Card,Taxicab Insurance Agency  LLC,48,1813.40,272.35,1330.05
2025-12-14,Credit Card,Taxicab Insurance Agency Llc,614,28815.75,4246.66,20639.22
2025-12-14,Credit Card,Top Cab,10,595.80,81.80,423.00
2025-12-14,Credit Card,Transit Administrative Center Inc,1039,34584.09,4720.87,26260.09
2025-12-14,Credit Card,U Taxicab,2,90.50,10.00,53.00
2025-12-14,Credit Card,Wolley Taxi,34,1528.65,266.65,1067.00
2025-12-14,Dispute,Chicago City Taxi Association,2,41.25,0.00,36.25
2025-12-14,Dispute,Transit Administrative Center Inc,11,177.25,0.00,154.75
2025-12-14,Mobile,5 Star Taxi,475,8188.12,631.41,7110.71
2025-12-14,Mobile,Blue Ribbon Taxi Association,339,5073.81,311.24,4540.07
2025-12-14,Mobile,Chicago Independents,558,9663.70,668.13,8535.07
2025-12-14,Mobile,Chicago Taxicab,28,351.35,18.99,292.86
2025-12-14,Mobile,Choice Taxi Association Inc,103,1651.38,140.76,1432.12
2025-12-14,Mobile,City Service,988,15771.76,977.58,14103.93
2025-12-14,Mobile,Flash Cab,1522,23657.85,1530.66,21197.23
2025-12-14,Mobile,Globe Taxi,215,3720.06,286.62,3262.94
2025-12-14,Mobile,Koam Taxi Association,10,159.56,16.33,133.23
2025-12-14,Mobile,Medallion Leasin,202,3127.79,178.79,2803.50
2025-12-14,Mobile,Patriot Taxi Dba Peace Taxi Associat,1,59.87,16.01,43.36
2025-12-14,Mobile,Setare Inc,1,40.50,3.00,32.00
2025-12-14,Mobile,Star North Taxi Management Llc,9,121.52,2.02,115.00
2025-12-14,Mobile,Sun Taxi,1115,17990.23,1227.32,15915.41
2025-12-14,Mobile,Tac - American United Dispatch,2,74.63,11.00,62.63
2025-12-14,Mobile,Tac - Blue Diamond Dispatch,13,235.13,41.78,186.85
2025-12-14,Mobile,Tac - Checker Cab Dispatch,29,517.31,110.61,392.20
2025-12-14,Mobile,Tac - Yellow Cab Association,284,5127.86,846.30,4139.56
2025-12-14,Mobile,Taxicab Insurance Agency Llc,959,17712.71,1569.75,15207.96
2025-12-14,Mobile,Top Cab,24,457.96,55.62,386.34
2025-12-14,Mobile,Wolley Taxi,55,920.69,123.53,741.66
2025-12-14,No Charge,Taxicab Insurance Agency  LLC,2,18.25,0.00,17.25
2025-12-14,No Charge,Transit Administrative Center Inc,45,779.25,0.00,650.75
2025-12-14,Prcard,5 Star Taxi,85,2334.97,10.72,2322.75
2025-12-14,Prcard,Blue Ribbon Taxi Association,51,1508.15,5.40,1497.75
2025-12-14,Prcard,Chicago Independents,23,426.25,3.00,421.25
2025-12-14,Prcard,City Service,37,1123.63,6.38,1115.75
2025-12-14,Prcard,Flash Cab,471,12036.26,68.91,11935.00
2025-12-14,Prcard,Globe Taxi,5,149.00,0.00,149.00
2025-12-14,Prcard,Medallion Leasin,3,43.50,0.00,43.50
2025-12-14,Prcard,Sun Taxi,24,504.54,0.04,500.50
2025-12-14,Prcard,Taxicab Insurance Agency Llc,41,940.75,6.00,932.75
2025-12-14,Prcard,Wolley Taxi,2,57.00,0.00,57.00
2025-12-14,Unknown,Chicago City Taxi Association,2,58.25,0.00,54.25
2025-12-14,Unknown,Choice Taxi Association Inc,4,84.50,0.00,81.50
2025-12-14,Unknown,Taxicab Insurance Agency  LLC,1,15.75,0.00,15.75
2025-12-14,Unknown,Transit Administrative Center Inc,188,5033.75,0.00,5006.25
2025-12-15,Cash,312 Medallion Management Corp,3,20.50,0.00,20.50
2025-12-15,Cash,4053 - 40193 Adwar H. Nikola,1,25.75,0.00,19.75
2025-12-15,Cash,4623 - 27290 Jay Kim,2,6.50,0.00,6.50
2025-12-15,Cash,5 Star Taxi,174,4112.90,0.00,3699.40
2025-12-15,Cash,5167 - 71969 5167 Taxi Inc,7,201.50,0.00,181.50
2025-12-15,Cash,Blue Ribbon Taxi Association,142,1727.25,0.00,1600.25
2025-12-15,Cash,Chicago City Taxi Association,62,623.25,0.00,598.75
2025-12-15,Cash,Chicago Independents,238,3907.55,0.00,3506.80
2025-12-15,Cash,Chicago Taxicab,6,144.75,0.00,130.25
2025-12-15,Cash,Choice Taxi Association Inc,95,952.60,0.00,881.10
2025-12-15,Cash,City Service,335,4567.27,0.00,4202.52
2025-12-15,Cash,Flash Cab,1302,33886.38,0.00,33265.82
2025-12-15,Cash,Globe Taxi,105,1868.70,0.00,1695.25
2025-12-15,Cash,Koam Taxi Association,5,32.75,0.00,31.75
2025-12-15,Cash,Medallion Leasin,94,1327.01,0.00,1178.51
2025-12-15,Cash,Patriot Taxi Dba Peace Taxi Associat,1,8.00,0.00,5.50
2025-12-15,Cash,Star North Taxi Management Llc,1,25.50,0.00,20.50
2025-12-15,Cash,Sun Taxi,361,5864.71,0.00,5351.16
2025-12-15,Cash,Tac - American United Dispatch,19,4100.00,0.00,4098.00
2025-12-15,Cash,Tac - Checker Cab Dispatch,19,162.50,0.00,162.50
2025-12-15,Cash,Tac - Yellow Cab Association,229,5122.00,0.00,5117.50
2025-12-15,Cash,Tac - Yellow Non Color,13,184.25,0.00,184.25
2025-12-15,Cash,Taxicab Insurance Agency  LLC,80,1291.25,0.00,1206.00
2025-12-15,Cash,Taxicab Insurance Agency Llc,454,8107.39,0.00,7173.35
2025-12-15,Cash,Top Cab,20,429.75,0.00,399.25
2025-12-15,Cash,Transit Administrative Center Inc,828,12300.75,0.00,11000.00
2025-12-15,Cash,U Taxicab,9,92.75,0.00,85.75
2025-12-15,Cash,Wolley Taxi,28,465.75,0.00,337.75
2025-12-15,Credit Card,2733 - 74600 Benny Jona,1,59.38,11.88,42.50
2025-12-15,Credit Card,312 Medallion Management Corp,16,415.58,73.08,313.00
2025-12-15,Credit Card,4623 - 27290 Jay Kim,2,102.50,10.00,83.50
2025-12-15,Credit Card,5 Star Taxi,304,14568.16,2162.93,10679.83
2025-12-15,Credit Card,5167 - 71969 5167 Taxi Inc,2,15.10,3.10,12.00
2025-12-15,Credit Card,Blue Ribbon Taxi Association,188,4771.25,819.20,3444.28
2025-12-15,Credit Card,Chicago City Taxi Association,47,1744.65,248.90,1223.75
2025-12-15,Credit Card,Chicago Independents,462,18556.21,3034.35,13177.00
2025-12-15,Credit Card,Chicago Taxicab,16,554.51,89.01,347.00
2025-12-15,Credit Card,Choice Taxi Association Inc,148,5071.33,807.88,3631.25
2025-12-15,Credit Card,City Service,539,18675.10,3191.19,13195.60
2025-12-15,Credit Card,Flash Cab,564,18238.04,2868.15,13129.68
2025-12-15,Credit Card,Globe Taxi,226,7634.13,1252.98,5312.40
2025-12-15,Credit Card,Koam Taxi Association,12,125.50,28.00,89.00
2025-12-15,Credit Card,Medallion Leasin,118,3806.54,608.08,2634.75
2025-12-15,Credit Card,Patriot Taxi Dba Peace Taxi Associat,2,51.75,10.50,36.25
2025-12-15,Credit Card,Setare Inc,5,226.20,30.70,176.00
2025-12-15,Credit Card,Star North Taxi Management Llc,5,351.00,49.75,239.75
2025-12-15,Credit Card,Sun Taxi,627,23521.37,3974.72,16340.10
2025-12-15,Credit Card,Tac - American United Dispatch,2,122.40,20.40,90.00
2025-12-15,Credit Card,Tac - Yellow Cab Association,5,88.85,19.35,59.00
2025-12-15,Credit Card,Taxicab Insurance Agency  LLC,95,2654.91,474.96,1899.45
2025-12-15,Credit Card,Taxicab Insurance Agency Llc,859,32452.75,5071.72,22640.03
2025-12-15,Credit Card,Top Cab,20,390.73,72.23,271.00
2025-12-15,Credit Card,Transit Administrative Center Inc,1272,38758.56,5962.76,28890.30
2025-12-15,Credit Card,U Taxicab,10,233.60,43.35,173.75
2025-12-15,Credit Card,Wolley Taxi,40,1254.01,185.76,860.25
2025-12-15,Dispute,Chicago City Taxi Association,2,53.25,0.00,43.25
2025-12-15,Dispute,Transit Administrative Center Inc,10,184.05,0.00,178.05
2025-12-15,Mobile,5 Star Taxi,349,5894.94,511.49,4976.45
2025-12-15,Mobile,Blue Ribbon Taxi Association,375,5242.23,413.17,4608.06
2025-12-15,Mobile,Chicago Independents,664,10434.02,896.28,8991.09
2025-12-15,Mobile,Chicago Taxicab,11,158.31,16.53,131.78
2025-12-15,Mobile,Choice Taxi Association Inc,103,1808.21,145.72,1592.99
2025-12-15,Mobile,City Service,926,14177.50,1176.07,12339.33
2025-12-15,Mobile,Flash Cab,1071,16155.52,1330.56,14099.96
2025-12-15,Mobile,Globe Taxi,260,3943.77,358.98,3392.29
2025-12-15,Mobile,Koam Taxi Association,14,181.38,8.14,166.24
2025-12-15,Mobile,Medallion Leasin,211,3090.69,234.16,2710.03
2025-12-15,Mobile,Setare Inc,1,52.20,8.70,39.00
2025-12-15,Mobile,Star North Taxi Management Llc,6,125.54,14.68,107.86
2025-12-15,Mobile,Sun Taxi,874,13571.80,1243.55,11632.35
2025-12-15,Mobile,Tac - American United Dispatch,10,231.53,32.93,193.60
2025-12-15,Mobile,Tac - Blue Diamond Dispatch,12,226.98,37.05,183.93
2025-12-15,Mobile,Tac - Checker Cab Dispatch,39,560.64,96.93,444.21
2025-12-15,Mobile,Tac - Yellow Cab Association,339,5418.42,875.23,4373.69
2025-12-15,Mobile,Tac - Yellow Non Color,5,61.41,7.11,51.80
2025-12-15,Mobile,Taxicab Insurance Agency Llc,1143,18610.67,1703.63,15884.04
2025-12-15,Mobile,Top Cab,19,273.31,25.87,229.94
2025-12-15,Mobile,Wolley Taxi,55,724.73,72.56,610.67
2025-12-15,No Charge,Chicago Independents,5,92.25,0.00,70.75
2025-12-15,No Charge,Transit Administrative Center Inc,49,862.00,0.00,787.50
2025-12-15,Prcard,5 Star Taxi,148,3707.39,12.14,3649.25
2025-12-15,Prcard,Blue Ribbon Taxi Association,78,2267.45,25.70,2241.75
2025-12-15,Prcard,Chicago Independents,42,673.25,2.00,667.25
2025-12-15,Prcard,Choice Taxi Association Inc,5,104.50,0.00,104.50
2025-12-15,Prcard,City Service,93,2481.25,2.00,2476.25
2025-12-15,Prcard,Flash Cab,830,19970.82,47.06,19886.75
2025-12-15,Prcard,Globe Taxi,27,761.00,0.00,761.00
2025-12-15,Prcard,Koam Taxi Association,2,36.00,0.00,36.00
2025-12-15,Prcard,Medallion Leasin,9,167.00,0.00,167.00
2025-12-15,Prcard,Sun Taxi,46,979.04,6.79,967.25
2025-12-15,Prcard,Tac - Yellow Cab Association,1,28.25,0.00,28.25
2025-12-15,Prcard,Taxicab Insurance Agency Llc,89,1610.87,8.37,1596.00
2025-12-15,Prcard,Top Cab,1,9.00,0.00,9.00
2025-12-15,Prcard,Wolley Taxi,4,57.00,0.00,57.00
2025-12-15,Unknown,5167 - 71969 5167 Taxi Inc,2,15.00,0.00,15.00
2025-12-15,Unknown,Chicago City Taxi Association,8,187.50,0.00,187.50
2025-12-15,Unknown,Choice Taxi Association Inc,13,354.75,0.00,342.75
2025-12-15,Unknown,Taxicab Insurance Agency  LLC,1,5.50,0.00,5.50
2025-12-15,Unknown,Transit Administrative Center Inc,400,9896.55,5.50,9834.75
2025-12-16,Cash,2733 - 74600 Benny Jona,1,3.25,0.00,3.25
2025-12-16,Cash,312 Medallion Management Corp,3,55.50,0.00,50.50
2025-12-16,Cash,5 Star Taxi,194,3654.64,0.00,3329.00
2025-12-16,Cash,5167 - 71969 5167 Taxi Inc,1,45.50,0.00,41.50
2025-12-16,Cash,Blue Ribbon Taxi Association,177,2233.30,0.00,2102.75
2025-12-16,Cash,Chicago City Taxi Association,68,686.50,0.00,662.50
2025-12-16,Cash,Chicago Independents,264,3700.25,0.00,3409.25
2025-12-16,Cash,Chicago Taxicab,7,85.75,0.00,78.25
2025-12-16,Cash,Choice Taxi Association Inc,115,1321.50,0.00,1213.75
2025-12-16,Cash,City Service,396,5527.48,0.00,5076.76
2025-12-16,Cash,Flash Cab,1381,38895.13,0.00,38480.41
2025-12-16,Cash,Globe Taxi,145,2263.50,0.00,2014.00
2025-12-16,Cash,Koam Taxi Association,4,60.50,0.00,60.50
2025-12-16,Cash,Medallion Leasin,96,1853.79,0.00,1613.52
2025-12-16,Cash,Patriot Taxi Dba Peace Taxi Associat,7,49.50,0.00,48.50
2025-12-16,Cash,Setare Inc,7,83.25,0.00,66.25
2025-12-16,Cash,Star North Taxi Management Llc,3,32.50,0.00,27.00
2025-12-16,Cash,Sun Taxi,365,5315.42,0.00,4706.52
2025-12-16,Cash,Tac - American United Dispatch,10,2653.50,0.00,2646.50
2025-12-16,Cash,Tac - Blue Diamond Dispatch,8,85.25,0.00,85.25
2025-12-16,Cash,Tac - Checker Cab Dispatch,18,200.00,0.00,200.00
2025-12-16,Cash,Tac - Yellow Cab Association,270,6230.74,0.00,6221.74
2025-12-16,Cash,Tac - Yellow Non Color,16,254.25,0.00,254.25
2025-12-16,Cash,Taxicab Insurance Agency  LLC,89,1170.51,0.00,1121.51
2025-12-16,Cash,Taxicab Insurance Agency Llc,501,7467.52,0.00,6719.02
2025-12-16,Cash,Top Cab,23,230.50,0.00,220.50
2025-12-16,Cash,Transit Administrative Center Inc,927,13553.13,0.00,12420.68
2025-12-16,Cash,U Taxicab,8,133.00,0.00,117.00
2025-12-16,Cash,Wolley Taxi,35,516.00,0.00,466.50
2025-12-16,Credit Card,2733 - 74600 Benny Jona,1,76.00,12.75,37.25
2025-12-16,Credit Card,312 Medallion Management Corp,19,403.95,83.45,291.50
2025-12-16,Credit Card,4053 - 40193 Adwar H. Nikola,1,49.25,5.00,40.25
2025-12-16,Credit Card,4623 - 27290 Jay Kim,2,122.60,19.85,93.75
2025-12-16,Credit Card,5 Star Taxi,306,12379.93,1810.05,9265.58
2025-12-16,Credit Card,5167 - 71969 5167 Taxi Inc,3,115.75,17.75,87.00
2025-12-16,Credit Card,Blue Ribbon Taxi Association,181,4502.19,748.19,3341.00
2025-12-16,Credit Card,Chicago City Taxi Association,71,1716.63,329.13,1254.50
2025-12-16,Credit Card,Chicago Independents,469,17254.02,2793.60,12652.04
2025-12-16,Credit Card,Chicago Taxicab,20,864.89,122.39,590.00
2025-12-16,Credit Card,Choice Taxi Association Inc,201,5778.37,896.78,4261.00
2025-12-16,Credit Card,City Service,638,19455.79,3407.35,13889.00
2025-12-16,Credit Card,Flash Cab,623,17467.55,2775.17,12957.62
2025-12-16,Credit Card,Globe Taxi,200,6354.41,1032.91,4604.50
2025-12-16,Credit Card,Koam Taxi Association,5,207.44,41.44,125.50
2025-12-16,Credit Card,Medallion Leasin,140,4661.13,759.10,3231.50
2025-12-16,Credit Card,Patriot Taxi Dba Peace Taxi Associat,1,17.10,2.85,13.75
2025-12-16,Credit Card,Setare Inc,12,261.45,41.70,184.75
2025-12-16,Credit Card,Star North Taxi Management Llc,4,294.18,49.68,174.50
2025-12-16,Credit Card,Sun Taxi,747,25596.64,4301.64,18366.03
2025-12-16,Credit Card,Tac - American United Dispatch,1,9.25,3.00,5.25
2025-12-16,Credit Card,Tac - Yellow Cab Association,2,69.60,11.60,45.00
2025-12-16,Credit Card,Taxicab Insurance Agency  LLC,125,3162.52,565.76,2414.50
2025-12-16,Credit Card,Taxicab Insurance Agency Llc,899,32654.17,5348.64,23253.48
2025-12-16,Credit Card,Top Cab,21,552.73,101.98,398.25
2025-12-16,Credit Card,Transit Administrative Center Inc,1365,37587.44,5875.99,28540.00
2025-12-16,Credit Card,U Taxicab,9,132.70,29.70,95.00
2025-12-16,Credit Card,Wolley Taxi,49,1279.13,204.63,909.00
2025-12-16,Dispute,Taxicab Insurance Agency  LLC,1,7.25,0.00,7.25
2025-12-16,Dispute,Transit Administrative Center Inc,7,150.45,0.00,150.45
2025-12-16,Mobile,5 Star Taxi,463,7425.60,700.49,6376.11
2025-12-16,Mobile,Blue Ribbon Taxi Association,432,6531.73,593.38,5614.35
2025-12-16,Mobile,Chicago Independents,767,11660.82,899.10,10227.02
2025-12-16,Mobile,Chicago Taxicab,6,125.56,20.81,92.25
2025-12-16,Mobile,Choice Taxi Association Inc,159,2259.54,165.53,2000.51
2025-12-16,Mobile,City Service,1082,16583.05,1371.23,14390.31
2025-12-16,Mobile,Flash Cab,1074,15860.24,1175.35,14045.35
2025-12-16,Mobile,Globe Taxi,342,5143.10,377.51,4525.59
2025-12-16,Mobile,Koam Taxi Association,12,190.89,14.44,164.95
2025-12-16,Mobile,Medallion Leasin,214,3296.48,299.58,2843.90
2025-12-16,Mobile,Patriot Taxi Dba Peace Taxi Associat,5,53.93,7.18,44.25
2025-12-16,Mobile,Setare Inc,2,20.45,2.95,16.50
2025-12-16,Mobile,Star North Taxi Management Llc,3,98.13,11.27,80.86
2025-12-16,Mobile,Sun Taxi,1137,17450.31,1523.63,15177.68
2025-12-16,Mobile,Tac - American United Dispatch,13,205.96,38.41,161.05
2025-12-16,Mobile,Tac - Blue Diamond Dispatch,16,236.40,37.06,191.34
2025-12-16,Mobile,Tac - Checker Cab Dispatch,35,546.77,112.69,416.58
2025-12-16,Mobile,Tac - Yellow Cab Association,438,6949.02,1219.39,5510.63
2025-12-16,Mobile,Tac - Yellow Non Color,4,85.24,12.93,70.31
2025-12-16,Mobile,Taxicab Insurance Agency Llc,1350,20471.84,1752.01,17744.83
2025-12-16,Mobile,Top Cab,17,252.36,21.18,222.18
2025-12-16,Mobile,Wolley Taxi,72,1077.50,101.44,909.06
2025-12-16,No Charge,Chicago Independents,3,95.25,0.00,87.25
2025-12-16,No Charge,Transit Administrative Center Inc,52,842.71,0.00,807.21
2025-12-16,Prcard,5 Star Taxi,152,3891.75,35.25,3847.50
2025-12-16,Prcard,Blue Ribbon Taxi Association,70,1870.30,14.80,1855.50
2025-12-16,Prcard,Chicago Independents,58,1112.75,5.00,1103.75
2025-12-16,Prcard,Choice Taxi Association Inc,3,56.50,0.00,56.50
2025-12-16,Prcard,City Service,89,2216.25,18.00,2192.25
2025-12-16,Prcard,Flash Cab,918,21136.22,83.22,20996.50
2025-12-16,Prcard,Globe Taxi,21,443.50,2.00,439.00
2025-12-16,Prcard,Koam Taxi Association,3,64.75,0.00,64.75
2025-12-16,Prcard,Medallion Leasin,9,97.25,2.00,94.75
2025-12-16,Prcard,Sun Taxi,65,1137.39,8.14,1126.25
2025-12-16,Prcard,Tac - Yellow Cab Association,4,93.50,0.00,93.50
2025-12-16,Prcard,Taxicab Insurance Agency Llc,142,2567.57,22.82,2536.75
2025-12-16,Prcard,Top Cab,2,11.75,2.00,9.75
2025-12-16,Prcard,Wolley Taxi,1,7.25,0.00,7.25
2025-12-16,Unknown,Chicago City Taxi Association,7,165.75,0.00,165.75
2025-12-16,Unknown,Choice Taxi Association Inc,12,338.00,0.00,329.00
2025-12-16,Unknown,Taxicab Insurance Agency  LLC,3,48.25,0.00,47.25
2025-12-16,Unknown,Transit Administrative Center Inc,460,11159.25,8.25,11107.00
2025-12-17,Cash,2733 - 74600 Benny Jona,1,50.75,0.00,45.75
2025-12-17,Cash,312 Medallion Management Corp,3,42.00,0.00,42.00
2025-12-17,Cash,4053 - 40193 Adwar H. Nikola,1,12.50,0.00,12.50
2025-12-17,Cash,4623 - 27290 Jay Kim,4,14.00,0.00,13.00
2025-12-17,Cash,5 Star Taxi,177,3063.48,0.00,2638.50
2025-12-17,Cash,5167 - 71969 5167 Taxi Inc,1,46.00,0.00,42.00
2025-12-17,Cash,Blue Ribbon Taxi Association,181,2218.00,0.00,2101.50
2025-12-17,Cash,Chicago City Taxi Association,93,1037.28,0.00,931.28
2025-12-17,Cash,Chicago Independents,254,3805.50,0.00,3513.50
2025-12-17,Cash,Chicago Taxicab,10,168.00,0.00,148.00
2025-12-17,Cash,Choice Taxi Association Inc,124,1364.85,0.00,1283.35
2025-12-17,Cash,City Service,356,4151.86,0.00,3622.26
2025-12-17,Cash,Flash Cab,1484,41789.13,0.00,41266.53
2025-12-17,Cash,Globe Taxi,143,2053.50,0.00,1880.75
2025-12-17,Cash,Koam Taxi Association,4,93.25,0.00,89.25
2025-12-17,Cash,Medallion Leasin,100,1271.98,0.00,1145.78
2025-12-17,Cash,Patriot Taxi Dba Peace Taxi Associat,4,34.25,0.00,34.25
2025-12-17,Cash,Setare Inc,8,46.50,0.00,46.50
2025-12-17,Cash,Star North Taxi Management Llc,2,87.25,0.00,77.25
2025-12-17,Cash,Sun Taxi,378,5225.82,0.00,4772.27
2025-12-17,Cash,Tac - American United Dispatch,15,4511.00,0.00,4511.00
2025-12-17,Cash,Tac - Blue Diamond Dispatch,5,65.75,0.00,65.75
2025-12-17,Cash,Tac - Checker Cab Dispatch,29,312.00,0.00,312.00
2025-12-17,Cash,Tac - Yellow Cab Association,261,4125.13,0.00,4109.13
2025-12-17,Cash,Tac - Yellow Non Color,9,141.75,0.00,141.75
2025-12-17,Cash,Taxicab Insurance Agency  LLC,96,1623.76,0.00,1545.26
2025-12-17,Cash,Taxicab Insurance Agency Llc,492,7051.29,0.00,6534.25
2025-12-17,Cash,Top Cab,28,246.00,0.00,234.50
2025-12-17,Cash,Transit Administrative Center Inc,884,11690.85,0.00,10849.50
2025-12-17,Cash,U Taxicab,7,49.75,0.00,35.75
2025-12-17,Cash,Wolley Taxi,33,415.50,0.00,380.50
2025-12-17,Credit Card,2733 - 74600 Benny Jona,3,117.00,21.50,85.50
2025-12-17,Credit Card,312 Medallion Management Corp,13,192.45,31.95,153.50
2025-12-17,Credit Card,4053 - 40193 Adwar H. Nikola,1,53.00,7.00,41.00
2025-12-17,Credit Card,4623 - 27290 Jay Kim,2,77.00,9.75,59.25
2025-12-17,Credit Card,5 Star Taxi,323,13710.91,2171.51,9916.50
2025-12-17,Credit Card,Blue Ribbon Taxi Association,202,5384.46,906.46,3951.00
2025-12-17,Credit Card,Chicago City Taxi Association,78,2444.35,449.10,1686.25
2025-12-17,Credit Card,Chicago Independents,449,15483.14,2659.76,11259.03
2025-12-17,Credit Card,Chicago Taxicab,16,516.39,89.89,386.50
2025-12-17,Credit Card,Choice Taxi Association Inc,197,5803.77,911.77,4354.00
2025-12-17,Credit Card,City Service,604,19689.02,3415.32,13910.50
2025-12-17,Credit Card,Flash Cab,609,17754.87,2888.66,13074.90
2025-12-17,Credit Card,Globe Taxi,213,7429.26,1106.98,5253.98
2025-12-17,Credit Card,Koam Taxi Association,4,122.37,26.12,90.25
2025-12-17,Credit Card,Medallion Leasin,134,3868.10,641.35,2749.00
2025-12-17,Credit Card,Patriot Taxi Dba Peace Taxi Associat,5,90.75,19.25,65.00
2025-12-17,Credit Card,Setare Inc,5,173.28,31.53,124.75
2025-12-17,Credit Card,Star North Taxi Management Llc,5,149.36,21.86,109.00
2025-12-17,Credit Card,Sun Taxi,722,23847.16,4071.81,16583.03
2025-12-17,Credit Card,Tac - American United Dispatch,1,52.50,7.00,40.00
2025-12-17,Credit Card,Tac - Yellow Cab Association,2,18.50,5.00,12.50
2025-12-17,Credit Card,Taxicab Insurance Agency  LLC,103,2531.97,479.47,1876.50
2025-12-17,Credit Card,Taxicab Insurance Agency Llc,963,33297.76,5533.54,23611.47
2025-12-17,Credit Card,Top Cab,18,399.44,71.94,294.75
2025-12-17,Credit Card,Transit Administrative Center Inc,1394,37947.86,6054.41,28522.19
2025-12-17,Credit Card,U Taxicab,9,149.50,30.00,105.50
2025-12-17,Credit Card,Wolley Taxi,45,1539.91,253.16,1105.75
2025-12-17,Dispute,Chicago City Taxi Association,2,6.50,0.00,6.50
2025-12-17,Dispute,Transit Administrative Center Inc,6,117.25,0.00,117.25
2025-12-17,Mobile,5 Star Taxi,453,8078.77,777.07,6891.20
2025-12-17,Mobile,Blue Ribbon Taxi Association,423,6252.48,548.85,5437.13
2025-12-17,Mobile,Chicago Independents,788,12289.75,1059.96,10672.79
2025-12-17,Mobile,Chicago Taxicab,4,137.60,21.50,104.60
2025-12-17,Mobile,Choice Taxi Association Inc,108,1956.86,160.98,1731.38
2025-12-17,Mobile,City Service,1054,16899.21,1429.55,14599.62
2025-12-17,Mobile,Flash Cab,1043,16339.99,1466.25,14179.89
2025-12-17,Mobile,Globe Taxi,340,5287.82,418.05,4650.77
2025-12-17,Mobile,Koam Taxi Association,4,80.65,9.85,68.80
2025-12-17,Mobile,Medallion Leasin,233,3762.10,335.39,3200.71
2025-12-17,Mobile,Setare Inc,3,106.20,14.20,78.00
2025-12-17,Mobile,Star North Taxi Management Llc,7,165.40,31.82,126.08
2025-12-17,Mobile,Sun Taxi,1130,17869.12,1552.78,15421.34
2025-12-17,Mobile,Tac - American United Dispatch,5,83.36,7.88,72.98
2025-12-17,Mobile,Tac - Blue Diamond Dispatch,21,337.36,55.60,271.26
2025-12-17,Mobile,Tac - Checker Cab Dispatch,62,946.93,167.90,748.03
2025-12-17,Mobile,Tac - Yellow Cab Association,428,7141.47,1224.52,5702.95
2025-12-17,Mobile,Tac - Yellow Non Color,10,160.53,19.78,135.75
2025-12-17,Mobile,Taxicab Insurance Agency Llc,1296,21199.92,2002.11,18205.90
2025-12-17,Mobile,Top Cab,24,369.71,30.00,316.66
2025-12-17,Mobile,Wolley Taxi,73,966.10,89.20,837.90
2025-12-17,No Charge,Chicago Independents,4,165.25,0.00,129.75
2025-12-17,No Charge,Transit Administrative Center Inc,45,687.00,0.00,659.50
2025-12-17,Prcard,5 Star Taxi,145,3919.07,3.07,3913.00
2025-12-17,Prcard,Blue Ribbon Taxi Association,70,1869.25,17.00,1852.25
2025-12-17,Prcard,Chicago Independents,66,1129.44,6.19,1123.25
2025-12-17,Prcard,Choice Taxi Association Inc,2,31.50,0.00,31.50
2025-12-17,Prcard,City Service,105,2925.13,17.38,2901.75
2025-12-17,Prcard,Flash Cab,944,21394.65,89.90,21275.75
2025-12-17,Prcard,Globe Taxi,26,601.75,0.00,596.75
2025-12-17,Prcard,Koam Taxi Association,1,16.00,0.00,16.00
2025-12-17,Prcard,Medallion Leasin,15,250.50,0.00,250.50
2025-12-17,Prcard,Star North Taxi Management Llc,1,7.00,0.00,7.00
2025-12-17,Prcard,Sun Taxi,86,1444.79,5.04,1437.75
2025-12-17,Prcard,Tac - Yellow Cab Association,1,28.50,0.00,28.50
2025-12-17,Prcard,Taxicab Insurance Agency Llc,117,2230.38,5.13,2211.75
2025-12-17,Prcard,Top Cab,1,5.25,0.00,5.25
2025-12-17,Prcard,Wolley Taxi,6,153.50,0.00,153.50
2025-12-17,Unknown,5167 - 71969 5167 Taxi Inc,2,20.50,0.00,20.50
